70,2490000000000
70,2490000000000
70,2490000000000
70,2490000000000
70,1710000000000
70,1710000000000
70,1710000000000
70,1710000000000
69,8600000000000
69,8600000000000
69,8600000000000
69,8600000000000
69,5480000000000
69,5480000000000
69,5480000000000
69,5480000000000
69,2370000000000
69,2370000000000
69,2370000000000
69,2370000000000
68,9250000000000
68,9250000000000
68,9250000000000
68,9250000000000
68,6140000000000
68,6140000000000
68,6140000000000
68,6140000000000
68,3020000000000
68,3020000000000
68,3020000000000
68,3020000000000
67,9130000000000
67,9130000000000
67,9130000000000
67,9130000000000
67,6010000000000
67,6010000000000
67,6010000000000
67,6010000000000
67,0560000000000
67,0560000000000
67,0560000000000
67,0560000000000
66,4330000000000
66,4330000000000
66,4330000000000
66,4330000000000
65,6540000000000
65,6540000000000
65,6540000000000
65,6540000000000
64,8750000000000
64,8750000000000
64,8750000000000
64,8750000000000
64,1740000000000
64,1740000000000
64,1740000000000
64,1740000000000
63,4740000000000
63,4740000000000
63,4740000000000
63,4740000000000
62,9280000000000
62,9280000000000
62,9280000000000
62,9280000000000
62,3050000000000
62,3050000000000
62,3050000000000
62,3050000000000
61,6820000000000
61,6820000000000
61,6820000000000
61,6820000000000
61,0590000000000
61,0590000000000
61,0590000000000
61,0590000000000
60,4360000000000
60,4360000000000
60,4360000000000
60,4360000000000
59,8910000000000
59,8910000000000
59,8910000000000
59,8910000000000
59,3460000000000
59,3460000000000
59,3460000000000
59,3460000000000
58,8010000000000
58,8010000000000
58,8010000000000
58,8010000000000
58,1780000000000
58,1780000000000
58,1780000000000
58,1780000000000
57,6320000000000
57,6320000000000
57,6320000000000
57,6320000000000
57,1650000000000
57,1650000000000
57,1650000000000
57,1650000000000
56,8540000000000
56,8540000000000
56,8540000000000
56,8540000000000
56,6980000000000
56,6980000000000
56,6980000000000
56,6980000000000
57,1650000000000
57,1650000000000
57,1650000000000
57,1650000000000
59,0340000000000
59,0340000000000
59,0340000000000
59,0340000000000
62,9280000000000
62,9280000000000
62,9280000000000
62,9280000000000
69,0030000000000
69,0030000000000
69,0030000000000
69,0030000000000
76,0120000000000
76,0120000000000
76,0120000000000
76,0120000000000
82,1650000000000
82,1650000000000
82,1650000000000
82,1650000000000
86,3710000000000
86,3710000000000
86,3710000000000
86,3710000000000
88,8630000000000
88,8630000000000
88,8630000000000
88,8630000000000
90,1870000000000
90,1870000000000
90,1870000000000
90,1870000000000
90,8100000000000
90,8100000000000
90,8100000000000
90,8100000000000
91,1210000000000
91,1210000000000
91,1210000000000
91,1210000000000
91,0440000000000
91,0440000000000
91,0440000000000
91,0440000000000
90,9660000000000
90,9660000000000
90,9660000000000
90,9660000000000
90,7320000000000
90,7320000000000
90,7320000000000
90,7320000000000
90,1870000000000
90,1870000000000
90,1870000000000
90,1870000000000
89,3300000000000
89,3300000000000
89,3300000000000
89,3300000000000
88,0840000000000
88,0840000000000
88,0840000000000
88,0840000000000
86,4490000000000
86,4490000000000
86,4490000000000
86,4490000000000
84,5790000000000
84,5790000000000
84,5790000000000
84,5790000000000
82,3990000000000
82,3990000000000
82,3990000000000
82,3990000000000
80,2180000000000
80,2180000000000
80,2180000000000
80,2180000000000
77,8820000000000
77,8820000000000
77,8820000000000
77,8820000000000
75,6230000000000
75,6230000000000
75,6230000000000
75,6230000000000
73,2870000000000
73,2870000000000
73,2870000000000
73,2870000000000
71,0280000000000
71,0280000000000
71,0280000000000
71,0280000000000
68,7690000000000
68,7690000000000
68,7690000000000
68,7690000000000
66,8220000000000
66,8220000000000
66,8220000000000
66,8220000000000
65,4210000000000
65,4210000000000
65,4210000000000
65,4210000000000
64,4080000000000
64,4080000000000
64,4080000000000
64,4080000000000
64,0190000000000
64,0190000000000
64,0190000000000
64,0190000000000
64,1740000000000
64,1740000000000
64,1740000000000
64,1740000000000
64,4080000000000
64,4080000000000
64,4080000000000
64,4080000000000
64,5640000000000
64,5640000000000
64,5640000000000
64,5640000000000
64,6420000000000
64,6420000000000
64,6420000000000
64,6420000000000
64,6420000000000
64,6420000000000
64,6420000000000
64,6420000000000
64,6420000000000
64,6420000000000
64,6420000000000
64,6420000000000
64,4860000000000
64,4860000000000
64,4860000000000
64,4860000000000
64,4080000000000
64,4080000000000
64,4080000000000
64,4080000000000
64,3300000000000
64,3300000000000
64,3300000000000
64,3300000000000
64,1740000000000
64,1740000000000
64,1740000000000
64,1740000000000
63,8630000000000
63,8630000000000
63,8630000000000
63,8630000000000
63,4740000000000
63,4740000000000
63,4740000000000
63,4740000000000
63,0840000000000
63,0840000000000
63,0840000000000
63,0840000000000
62,6170000000000
62,6170000000000
62,6170000000000
62,6170000000000
62,1500000000000
62,1500000000000
62,1500000000000
62,1500000000000
61,8380000000000
61,8380000000000
61,8380000000000
61,8380000000000
61,4490000000000
61,4490000000000
61,4490000000000
61,4490000000000
61,1370000000000
61,1370000000000
61,1370000000000
61,1370000000000
60,7480000000000
60,7480000000000
60,7480000000000
60,7480000000000
60,4360000000000
60,4360000000000
60,4360000000000
60,4360000000000
60,1250000000000
60,1250000000000
60,1250000000000
60,1250000000000
59,7350000000000
59,7350000000000
59,7350000000000
59,7350000000000
59,3460000000000
59,3460000000000
59,3460000000000
59,3460000000000
59,0340000000000
59,0340000000000
59,0340000000000
59,0340000000000
58,7230000000000
58,7230000000000
58,7230000000000
58,7230000000000
58,4890000000000
58,4890000000000
58,4890000000000
58,4890000000000
58,3330000000000
58,3330000000000
58,3330000000000
58,3330000000000
58,1780000000000
58,1780000000000
58,1780000000000
58,1780000000000
58,0220000000000
58,0220000000000
58,0220000000000
58,0220000000000
57,9440000000000
57,9440000000000
57,9440000000000
57,9440000000000
58,1000000000000
58,1000000000000
58,1000000000000
58,1000000000000
58,9560000000000
58,9560000000000
58,9560000000000
58,9560000000000
61,1370000000000
61,1370000000000
61,1370000000000
61,1370000000000
65,4210000000000
65,4210000000000
65,4210000000000
65,4210000000000
71,3400000000000
71,3400000000000
71,3400000000000
71,3400000000000
77,8820000000000
77,8820000000000
77,8820000000000
77,8820000000000
83,4110000000000
83,4110000000000
83,4110000000000
83,4110000000000
87,3830000000000
87,3830000000000
87,3830000000000
87,3830000000000
89,7980000000000
89,7980000000000
89,7980000000000
89,7980000000000
91,2770000000000
91,2770000000000
91,2770000000000
91,2770000000000
91,9000000000000
91,9000000000000
91,9000000000000
91,9000000000000
92,0560000000000
92,0560000000000
92,0560000000000
92,0560000000000
91,9000000000000
91,9000000000000
91,9000000000000
91,9000000000000
91,5890000000000
91,5890000000000
91,5890000000000
91,5890000000000
91,1990000000000
91,1990000000000
91,1990000000000
91,1990000000000
90,4980000000000
90,4980000000000
90,4980000000000
90,4980000000000
89,6420000000000
89,6420000000000
89,6420000000000
89,6420000000000
88,5510000000000
88,5510000000000
88,5510000000000
88,5510000000000
87,2270000000000
87,2270000000000
87,2270000000000
87,2270000000000
85,7480000000000
85,7480000000000
85,7480000000000
85,7480000000000
84,1900000000000
84,1900000000000
84,1900000000000
84,1900000000000
82,1650000000000
82,1650000000000
82,1650000000000
82,1650000000000
79,7510000000000
79,7510000000000
79,7510000000000
79,7510000000000
77,1030000000000
77,1030000000000
77,1030000000000
77,1030000000000
74,6110000000000
74,6110000000000
74,6110000000000
74,6110000000000
72,2740000000000
72,2740000000000
72,2740000000000
72,2740000000000
70,1710000000000
70,1710000000000
70,1710000000000
70,1710000000000
68,3800000000000
68,3800000000000
68,3800000000000
68,3800000000000
66,9780000000000
66,9780000000000
66,9780000000000
66,9780000000000
66,0440000000000
66,0440000000000
66,0440000000000
66,0440000000000
65,7320000000000
65,7320000000000
65,7320000000000
65,7320000000000
65,7320000000000
65,7320000000000
65,7320000000000
65,7320000000000
65,7320000000000
65,7320000000000
65,7320000000000
65,7320000000000
65,8100000000000
65,8100000000000
65,8100000000000
65,8100000000000
65,7320000000000
65,7320000000000
65,7320000000000
65,7320000000000
65,4980000000000
65,4980000000000
65,4980000000000
65,4980000000000
65,2650000000000
65,2650000000000
65,2650000000000
65,2650000000000
65,0310000000000
65,0310000000000
65,0310000000000
65,0310000000000
64,8750000000000
64,8750000000000
64,8750000000000
64,8750000000000
64,6420000000000
64,6420000000000
64,6420000000000
64,6420000000000
64,6420000000000
64,6420000000000
64,6420000000000
64,6420000000000
64,4080000000000
64,4080000000000
64,4080000000000
64,4080000000000
64,2520000000000
64,2520000000000
64,2520000000000
64,2520000000000
63,9410000000000
63,9410000000000
63,9410000000000
63,9410000000000
63,5510000000000
63,5510000000000
63,5510000000000
63,5510000000000
63,2400000000000
63,2400000000000
63,2400000000000
